,fold,genuine,score
0,0,True,0.9159171240813507
1,0,True,0.7902938853610227
2,0,True,0.9529516944620933
3,0,True,0.9346972593209738
4,0,True,1.0
5,0,True,0.7902938853610227
6,0,True,0.9529516944620933
7,0,True,0.9452147706901454
8,0,True,0.5080505023823102
9,0,True,0.9773876009459921
10,0,True,0.9070295740586146
11,0,True,0.9941758104424353
12,0,True,0.8827332402231632
13,0,True,1.0
14,0,True,0.9153804506930886
15,0,True,0.8931813542474865
16,0,True,0.8406078073587435
17,0,True,0.933326887465253
18,0,True,0.9421585154398616
19,0,True,0.7287477255729383
20,0,True,0.5954410820299622
21,0,True,0.48441632210800445
22,0,True,0.4157748584052198
23,0,True,0.527458764793677
24,0,True,1.0
25,0,True,0.854589192572342
26,0,True,0.7903846053360531
27,0,True,0.8842031827904148
28,0,True,0.7903461168919537
29,0,True,0.8332923384673774
30,0,True,1.0
31,0,True,0.7669189049690637
32,0,True,0.9998525176126491
33,0,True,0.7288902173280178
34,0,True,0.9186420010606143
35,0,True,0.8404151397533312
36,0,True,0.9753697419294263
37,0,True,0.8874182224586914
38,0,True,0.8165058581193206
39,0,True,0.87234459578898
40,0,True,0.7466186258207406
41,0,True,0.7796583813951925
42,0,True,0.6401417370392081
43,0,True,0.6158173564633302
44,0,True,0.8763088472178222
45,0,True,0.8414557024722931
46,0,True,1.0
47,0,True,0.9505555389895932
48,0,True,0.7245170416055366
49,0,True,0.5482094851986018
50,0,True,0.6676811735829703
51,0,True,0.9143131119098519
52,0,True,0.9434556719111072
53,0,True,0.7856131087950959
54,0,True,0.958848129969492
55,0,True,0.6893371442728793
56,0,True,1.0
57,0,True,0.8727727771282758
58,0,True,0.8908711734569534
59,0,True,0.7951596217307249
60,0,True,1.0
61,0,True,0.7186059952579624
62,0,True,0.7165865940878549
63,0,True,0.8854975214826848
64,0,True,0.7292763653432217
65,0,True,0.805538696179971
66,0,True,0.18783770754851412
67,0,True,0.7426128151154033
68,0,True,0.9179258249151373
69,0,True,0.7326857122043201
70,0,True,0.8484057331973348
71,0,True,0.7437493977084476
72,0,True,0.841843499088317
73,0,True,0.8346042594966099
74,0,True,0.9001017039653997
75,0,True,0.8059738927491953
76,0,True,0.7957675359649237
77,0,True,0.8402764491992635
78,0,True,0.8887515391580119
79,0,True,1.0
80,0,True,0.8790490951737425
81,0,True,0.8358207550698343
82,0,True,0.7087528071537166
83,0,True,0.8803303318867393
84,0,True,0.9272029501977624
85,0,True,0.9454525721966284
86,0,True,0.9347159690426231
87,0,True,0.8946231765890701
88,0,True,1.0
89,0,True,0.8355651955882695
90,0,True,0.7338770067010768
91,0,True,0.9166726790362443
92,0,True,0.5305056965262274
93,0,True,0.8055273846948732
94,0,True,0.9056984560040977
95,0,True,0.7811507171108353
96,0,True,1.0
97,0,True,0.9474179490954002
98,0,True,0.5560143381438108
99,0,True,0.43787660949678986
100,0,False,0.4688098212071568
101,0,False,0.27322682977407314
102,0,False,0.21356933214203036
103,0,False,0.31455233060179844
104,0,False,0.0
105,0,False,0.39984681670097005
106,0,False,0.38243049704092597
107,0,False,0.456199249012252
108,0,False,0.0810267413451022
109,0,False,0.27322682977407314
110,0,False,0.11376932066501569
111,0,False,0.00149086690759443
112,0,False,0.5313531612250706
113,0,False,0.0
114,0,False,0.4160173655557905
115,0,False,0.3970147815442249
116,0,False,0.4805368841677506
117,0,False,0.6327550192268271
118,0,False,0.07835730601145673
119,0,False,0.2618134155651151
120,0,False,0.21220782077537392
121,0,False,0.1423060516960978
122,0,False,0.22390359231000886
123,0,False,0.6263576257014105
124,0,False,0.289387729144839
125,0,False,0.0
126,0,False,0.4609102058226899
127,0,False,0.3189254434231979
128,0,False,0.2667713076550839
129,0,False,0.44420596619312713
130,0,False,0.7493296851185463
131,0,False,0.642130271621119
132,0,False,0.5929966060692106
133,0,False,0.4768522590157898
134,0,False,0.3261764015241653
135,0,False,0.49310119879489317
136,0,False,0.7966272080613681
137,0,False,0.4662333522807841
138,0,False,0.3750477110331338
139,0,False,0.0
140,0,False,0.23375274347345001
141,0,False,0.5384968837423669
142,0,False,0.28839276833706934
143,0,False,0.2572935317966747
144,0,False,0.4020955964536922
145,0,False,0.4637805469395874
146,0,False,0.45089124988317664
147,0,False,0.0
148,0,False,0.5092104860273223
149,0,False,0.5261791457393534
150,0,False,0.5340248567033946
151,0,False,0.5406014141942994
152,0,False,0.37856125381527883
153,0,False,0.43983882208014813
154,0,False,0.5587080848364409
155,0,False,0.5784277710687679
156,0,False,0.6226526450340923
157,0,False,0.0
158,0,False,0.2437080146949905
159,0,False,0.21970061726853976
160,0,False,0.5786085333285853
161,0,False,0.7307525425945797
162,0,False,0.9477966236212915
163,0,False,0.7740575434490401
164,0,False,0.8497403423416221
165,0,False,0.0
166,0,False,0.47828654980253726
167,0,False,0.913516378148783
168,0,False,0.47878345771450403
169,0,False,0.33712071423471845
170,0,False,0.48200895931903776
171,0,False,0.4127834471251968
172,0,False,0.08344534987247443
173,0,False,0.41840867297566653
174,0,False,0.0
175,0,False,0.504576224685959
176,0,False,0.21751092604378722
177,0,False,0.10886606629696435
178,0,False,0.22975295028564288
179,0,False,0.3130967720235652
180,0,False,0.6233498440681133
181,0,False,0.6025128136807535
182,0,False,0.40139328163261523
183,0,False,0.0
184,0,False,0.296601283405386
185,0,False,0.5500381882294462
186,0,False,0.5060356700848424
187,0,False,0.3876076866750952
188,0,False,0.45292687497423506
189,0,False,0.4430802398017317
190,0,False,0.4651043039450648
191,0,False,0.5053504270818848
192,0,False,0.0
193,0,False,0.28438488707509274
194,0,False,0.7566243221295735
195,0,False,0.4274706523634334
196,0,False,0.21051381128568317
197,0,False,0.5449449839091535
198,0,False,0.2263770605214819
199,0,False,0.2124135261248125
200,1,True,0.7976922387785096
201,1,True,0.8753686683925539
202,1,True,0.8480919673290629
203,1,True,0.9489617319212243
204,1,True,1.0
205,1,True,0.8053025236340796
206,1,True,0.791535803809231
207,1,True,0.8739091265657095
208,1,True,0.8219675234707369
209,1,True,0.8730980250369225
210,1,True,0.800959042533758
211,1,True,0.9699671519090232
212,1,True,0.8096141953878383
213,1,True,0.41749777312869424
214,1,True,0.9416228930000344
215,1,True,0.9259601085056116
216,1,True,0.7510425653557442
217,1,True,0.7063200416442663
218,1,True,1.0
219,1,True,0.8747598421517856
220,1,True,0.3943937104252819
221,1,True,0.49909465343756265
222,1,True,0.4983092006582997
223,1,True,0.809625304259784
224,1,True,0.9898688971641478
225,1,True,0.860700431048632
226,1,True,0.941607882239357
227,1,True,1.0
228,1,True,0.8357573970087392
229,1,True,0.7047592923621939
230,1,True,0.7210998573739374
231,1,True,0.8146243790664901
232,1,True,0.8444407506679619
233,1,True,0.8009880521445986
234,1,True,0.9312413993933609
235,1,True,0.8076005449973537
236,1,True,0.8909813140727925
237,1,True,1.0
238,1,True,0.8154451909935149
239,1,True,0.9689276688184568
240,1,True,0.9523953246692755
241,1,True,0.8508022797962131
242,1,True,0.8901288886043704
243,1,True,0.8311868844272701
244,1,True,0.9985112437274187
245,1,True,0.834688588611647
246,1,True,0.9270473960153751
247,1,True,1.0
248,1,True,0.5837586774907393
249,1,True,0.568381680081492
250,1,True,0.7348636236890176
251,1,True,1.0
252,1,True,0.726480506695044
253,1,True,0.8215827960415872
254,1,True,0.8796556590620679
255,1,True,0.6810626710750197
256,1,True,0.6107991372981955
257,1,True,0.8868412366910037
258,1,True,0.7610642644556613
259,1,True,0.9980020144883825
260,1,True,0.7419039986923243
261,1,True,0.8617436441817059
262,1,True,0.6789072984539543
263,1,True,0.5544901221601485
264,1,True,0.776322813464732
265,1,True,0.7819061803712483
266,1,True,0.8091799411823357
267,1,True,1.0
268,1,True,0.34517800408226973
269,1,True,0.8021457466943154
270,1,True,0.7159818885707244
271,1,True,0.6684789515971279
272,1,True,0.7941498138351073
273,1,True,0.7976183713638719
274,1,True,0.6971612754919915
275,1,True,0.7694371288720806
276,1,True,1.0
277,1,True,0.7449783001028908
278,1,True,0.6459555967167785
279,1,True,0.760795961288312
280,1,True,0.9089785556342564
281,1,True,0.9478483118176448
282,1,True,0.9846102552134357
283,1,True,0.815264620623294
284,1,True,0.9877882714500588
285,1,True,1.0
286,1,True,0.991843847277491
287,1,True,0.9082345517680418
288,1,True,0.9951664304132155
289,1,True,0.9034521867274973
290,1,True,0.9345681306069616
291,1,True,0.7932933184012639
292,1,True,1.0
293,1,True,0.7097367508948534
294,1,True,0.9722985558616172
295,1,True,0.9889563526464106
296,1,True,0.9899947633327808
297,1,True,0.9613677813900625
298,1,True,0.5460176345413028
299,1,True,0.5063114629277272
300,1,False,0.5750800028299367
301,1,False,0.2843716748996044
302,1,False,0.21497385214703404
303,1,False,0.31491278403835565
304,1,False,0.0
305,1,False,0.4868752068088436
306,1,False,0.41501846573742396
307,1,False,0.5502606568058473
308,1,False,0.004530143334687507
309,1,False,0.2843716748996044
310,1,False,0.026628739911754587
311,1,False,0.06112619230634927
312,1,False,0.40420440842870903
313,1,False,0.0535235463981417
314,1,False,0.392240568707429
315,1,False,0.29757652308975824
316,1,False,0.3474947058227377
317,1,False,0.6023507574324719
318,1,False,0.0
319,1,False,0.2994177145581414
320,1,False,0.18111095486535225
321,1,False,0.0
322,1,False,0.31977782228246127
323,1,False,0.6185898952956805
324,1,False,0.3522438707703208
325,1,False,0.09486909005714447
326,1,False,0.44131191497851946
327,1,False,0.28542961334551925
328,1,False,0.2948491692439401
329,1,False,0.3638177006742126
330,1,False,0.6146585583077024
331,1,False,0.595247810126663
332,1,False,0.6013759270162671
333,1,False,0.3897777711648787
334,1,False,0.3206284899279643
335,1,False,0.6976672667872577
336,1,False,0.6192115393199437
337,1,False,0.4737349960995704
338,1,False,0.3271800212982585
339,1,False,0.0
340,1,False,0.25669395028584935
341,1,False,0.48380157395810264
342,1,False,0.2039552351689321
343,1,False,0.3520286151416077
344,1,False,0.33846134385168664
345,1,False,0.4373390902201315
346,1,False,0.43148124274086497
347,1,False,0.0
348,1,False,0.5035916407629814
349,1,False,0.6291345925872989
350,1,False,0.44875881338667367
351,1,False,0.5082270795040034
352,1,False,0.32350816892111056
353,1,False,0.38952215652688543
354,1,False,0.4743263129741019
355,1,False,0.6412449993455758
356,1,False,0.5593306663176404
357,1,False,0.0
358,1,False,0.2520993359017112
359,1,False,0.2614133286290667
360,1,False,0.5066591976159998
361,1,False,0.6227027661657997
362,1,False,0.8738616721237307
363,1,False,0.7654102019678721
364,1,False,0.7682632520765206
365,1,False,0.0
366,1,False,0.29827778864979876
367,1,False,0.9816256803805975
368,1,False,0.31924565399515514
369,1,False,0.30787284806809057
370,1,False,0.35124966430640453
371,1,False,0.3430567512817141
372,1,False,0.07337604424192927
373,1,False,0.33251448041262405
374,1,False,0.0
375,1,False,0.41660542215610885
376,1,False,0.12583022690124143
377,1,False,0.002340406015187165
378,1,False,0.15912451110303114
379,1,False,0.2645006923853088
380,1,False,0.6719424495019395
381,1,False,0.6424237652576817
382,1,False,0.45713423430760947
383,1,False,0.0
384,1,False,0.3624986174643276
385,1,False,0.5726448151028649
386,1,False,0.5437464787181525
387,1,False,0.4225890264444212
388,1,False,0.5556468184904295
389,1,False,0.49303769380927215
390,1,False,0.5904375006444214
391,1,False,0.46988747807975917
392,1,False,0.0
393,1,False,0.25450688479966627
394,1,False,0.7901614305282034
395,1,False,0.5491092708639846
396,1,False,0.2895894817741773
397,1,False,0.6136614555119244
398,1,False,0.23049871869202687
399,1,False,0.3368230898755652
400,2,True,0.813700075789604
401,2,True,0.8655675624116155
402,2,True,0.9605637284896898
403,2,True,0.8990148585975359
404,2,True,0.9015894748164783
405,2,True,1.0
406,2,True,0.8990148585975359
407,2,True,0.5727556742826344
408,2,True,0.9013012208389232
409,2,True,0.9485970528715816
410,2,True,0.9652866995789265
411,2,True,0.5672793773837614
412,2,True,0.9261623368173068
413,2,True,0.9488638456955456
414,2,True,0.9171622225297149
415,2,True,0.8202731594314593
416,2,True,1.0
417,2,True,0.8813835808975072
418,2,True,0.9427940688455382
419,2,True,0.7272479838849571
420,2,True,0.716674689690156
421,2,True,0.7119642546985011
422,2,True,0.7649894665465802
423,2,True,0.9753373983319013
424,2,True,0.8927828590259876
425,2,True,0.9344087635571843
426,2,True,0.837729030002082
427,2,True,1.0
428,2,True,0.7106520302562882
429,2,True,0.8626416681907536
430,2,True,0.7363976047977682
431,2,True,0.899095590205661
432,2,True,0.7673270440499302
433,2,True,0.6826808980254521
434,2,True,0.8512407196818061
435,2,True,1.0
436,2,True,0.901099870675399
437,2,True,0.9020508466136263
438,2,True,0.8906016535687035
439,2,True,0.9977660606655149
440,2,True,0.9125717722861538
441,2,True,0.8462930900293543
442,2,True,0.7592968404288059
443,2,True,1.0
444,2,True,0.7296265969474633
445,2,True,0.8140628607862144
446,2,True,0.8880583900453689
447,2,True,0.46761017903958874
448,2,True,0.6640503307994443
449,2,True,0.4739997047405624
450,2,True,0.7919212395036097
