,fold,genuine,score
0,0,True,-15.396186828613281
1,0,True,-15.082261085510254
2,0,True,-12.362632751464844
3,0,True,-12.51289176940918
4,0,True,-11.821733474731445
5,0,True,-15.082261085510254
6,0,True,-12.362632751464844
7,0,True,-13.500396728515625
8,0,True,-25.07341766357422
9,0,True,-12.74316692352295
10,0,True,-7.722806453704834
11,0,True,-7.427728652954102
12,0,True,-8.128618240356445
13,0,True,-7.404852390289307
14,0,True,-6.942971706390381
15,0,True,-7.497735023498535
16,0,True,-7.820680618286133
17,0,True,-6.82900857925415
18,0,True,-6.801865577697754
19,0,True,-9.180901527404785
20,0,True,-6.083835601806641
21,0,True,-6.725852012634277
22,0,True,-6.870213508605957
23,0,True,-6.2724995613098145
24,0,True,-3.6749160289764404
25,0,True,-4.242560863494873
26,0,True,-4.10107946395874
27,0,True,-4.75938081741333
28,0,True,-5.45064115524292
29,0,True,-4.302487373352051
30,0,True,-6.991268157958984
31,0,True,-9.074896812438965
32,0,True,-6.969144821166992
33,0,True,-9.509922981262207
34,0,True,-7.7364888191223145
35,0,True,-7.255091667175293
36,0,True,-7.63576602935791
37,0,True,-8.187585830688477
38,0,True,-8.286746978759766
39,0,True,-8.995128631591797
40,0,True,-6.119165897369385
41,0,True,-6.744235038757324
42,0,True,-7.091798782348633
43,0,True,-8.07832145690918
44,0,True,-6.14196252822876
45,0,True,-6.04134464263916
46,0,True,-4.998768329620361
47,0,True,-5.019317150115967
48,0,True,-5.7135467529296875
49,0,True,-7.1531853675842285
50,0,True,-6.25703763961792
51,0,True,-3.7685365676879883
52,0,True,-4.27316427230835
53,0,True,-4.284701347351074
54,0,True,-3.4165561199188232
55,0,True,-5.165196895599365
56,0,True,-3.537424087524414
57,0,True,-3.686100959777832
58,0,True,-4.79710578918457
59,0,True,-4.463743686676025
60,0,True,-4.963772773742676
61,0,True,-6.617747783660889
62,0,True,-6.813450336456299
63,0,True,-5.293002128601074
64,0,True,-6.62684965133667
65,0,True,-6.244728088378906
66,0,True,-9.181899070739746
67,0,True,-6.145087242126465
68,0,True,-5.516894340515137
69,0,True,-5.97836971282959
70,0,True,-5.610781669616699
71,0,True,-5.370494365692139
72,0,True,-4.771057605743408
73,0,True,-6.409865856170654
74,0,True,-5.97248649597168
75,0,True,-5.557902812957764
76,0,True,-6.644320011138916
77,0,True,-7.084336757659912
78,0,True,-4.76445198059082
79,0,True,-4.892454147338867
80,0,True,-7.434438705444336
81,0,True,-8.787169456481934
82,0,True,-11.807768821716309
83,0,True,-7.888442039489746
84,0,True,-6.835587501525879
85,0,True,-7.79787540435791
86,0,True,-8.453849792480469
87,0,True,-7.960162162780762
88,0,True,-6.2515764236450195
89,0,True,-8.620835304260254
